"","tried_influence","attend_rally","work_party","wear_button","give_money_party","campaign_participation","discuss","give_money_campaign","volunteer","community_work","community_meeting","vote_in_primary","trust_others","satisfied_life","understand_issues","too_complicated","age","hisp","empl","own_home","married","class_conscious","PARTY_ID","better_off_econ1","STATEFIPS","money_stocks","born_again","college","black","female","inc_firstthird","inc_upperthird","lgbt","middleclass","jewish","catholic","protestant","nonreligious","knowl","str_PARTY","agesq","Consistency","Extremity","ideo_ext","ideo_label","ideo_score","Position","year","respondent","unique_id","wt1","wt2","wt3","complete_pre","complete_post","census_region","Action_Score"
"121",1,1,1,1,1,0,1,0,2,0,0,2,1,1,0,0,34,1,4,0,1,1,"2",2,"6",0,2,1,0,1,1,0,0,0,0,1,0,0,0,1,1156,0.583938620628999,1.32982819543033,1,"right",7.77645562743172,1.32982819543033,"2016",3717,20163717,1.041,1.041,1.041,1,1,"4",10
"123",1,1,1,1,1,0,1,0,1,1,1,2,1,1,0,0,40,0,1,0,1,0,"7",2,"1",1,1,1,0,1,0,1,0,0,0,0,1,0,1,1,1600,0.469224314062636,0.722456056459913,0,"moderate",-2.61002738661764,-0.722456056459913,"2016",3719,20163719,0.435,0.435,0.435,1,1,"2",11
"125",0,1,1,1,1,1,0,0,2,0,0,1,1,1,1,1,76,0,5,1,0,0,"6",2,"55",1,2,1,0,1,0,1,0,1,0,1,0,0,1,1,5776,0.322922796267617,0.609554934985579,0,"moderate",-2.03864182958272,-0.609554934985579,"2016",3721,20163721,1.521,1.521,1.521,1,1,"4",8
"128",0,1,1,1,1,1,1,0,1,1,1,2,0,1,0,1,58,1,4,0,0,0,"5",5,"6",0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,3364,0.388756982340234,0.0911267196939821,0,"moderate",1.50746446533343,0.0911267196939821,"2016",3723,20163723,0.88,0.88,0.88,1,1,"3",11
"129",1,1,1,1,1,0,1,0,2,0,0,1,1,1,0,0,26,0,7,1,1,1,"6",2,"53",1,2,1,0,1,0,1,0,1,0,0,1,0,0,1,676,0.602427744307307,0.674360719208419,0,"moderate",-2.36661987474031,-0.674360719208419,"2016",3724,20163724,0.912,0.912,0.912,1,1,"2",9
"130",0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,50,1,1,1,0,1,"1",4,"48",0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,2500,0.377233768756163,0.246182589622782,0,"moderate",-0.199636979543156,-0.246182589622782,"2016",3725,20163725,0.372,0.372,0.372,1,1,"4",9
"131",1,1,1,1,1,0,0,0,2,0,0,2,0,1,0,0,41,1,7,1,1,1,"3",2,"48",0,2,0,0,1,1,0,0,0,0,1,0,0,1,0,1681,0.452917258663628,0.412488416067309,0,"moderate",-1.0413004284112,-0.412488416067309,"2016",3728,20163728,1.6,1.6,1.6,1,1,"3",9
"132",0,1,1,0,1,2,1,0,2,0,0,1,0,1,0,1,49,1,1,0,1,0,"1",2,"6",0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,2401,0.662104555579535,0.451266778188839,0,"moderate",-1.23755530836604,-0.451266778188839,"2016",3729,20163729,1.855,1.855,1.855,1,1,"4",9
"133",1,1,1,1,1,0,1,0,2,0,0,2,0,1,1,0,49,1,7,1,1,0,"1",2,"6",1,2,0,0,1,0,1,0,0,0,1,0,0,0,1,2401,0.408363592537386,0.751418081302345,0,"moderate",-2.75660239385717,-0.751418081302345,"2016",3730,20163730,1.171,1.171,1.171,1,1,"2",10
"134",0,1,1,1,0,2,1,0,2,0,0,1,1,1,1,1,57,0,6,0,0,0,"2",3,"21",0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,3249,0.347535008857246,0.271675589547406,0,"moderate",-0.32865546733323,-0.271675589547406,"2016",3731,20163731,1.434,1.434,1.434,1,1,"4",9
"135",1,1,1,1,1,0,1,0,1,0,0,2,0,1,0,0,56,1,7,1,1,1,"1",4,"6",0,2,0,0,1,1,0,0,0,0,1,0,0,0,1,3136,0.528236159432145,0.258485233421912,0,"moderate",-0.261899894989624,-0.258485233421912,"2016",3732,20163732,0.352,0.352,0.352,1,1,"2",9
"136",0,1,1,1,1,1,1,0,2,1,1,1,0,1,0,0,44,0,6,1,1,0,"7",2,"41",1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1936,0.558259513919239,0.0396679881675238,0,"moderate",1.24703502412332,0.0396679881675238,"2016",3733,20163733,0.942,0.942,0.942,1,1,"4",11
"137",0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,53,0,6,1,0,1,"1",2,"55",1,2,1,0,1,1,0,0,1,0,0,0,1,1,1,2809,0.448487741037458,1.26697382721198,0,"moderate",-5.36579797324826,-1.26697382721198,"2008",1126,20081126,1.9984,1.9984,1.9984,1,1,"3",9
"138",1,1,1,1,1,0,1,0,1,0,0,2,0,1,0,0,41,0,1,1,1,1,"6",2,"22",1,1,1,0,0,0,1,0,1,0,0,1,0,1,1,1681,0.451852633645454,1.18262007281256,0,"moderate",7.03144447038015,1.18262007281256,"2016",3734,20163734,0.421,0.421,0.421,1,1,"3",9
"140",1,0,1,1,0,2,1,0,1,1,1,1,0,1,0,1,61,0,1,1,1,1,"6",4,"6",1,2,1,0,0,0,1,0,1,0,1,0,0,1,1,3721,0.432479026850168,0.576271321638686,0,"moderate",3.96275113569371,0.576271321638686,"2016",3737,20163737,0.374,0.374,0.374,1,1,"2",10
"142",0,1,1,1,1,1,1,0,1,1,1,2,0,1,1,1,66,0,5,1,1,1,"4",2,"4",1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,4356,0.47513151958579,1.81897600206998,1,"right",10.2520022678851,1.81897600206998,"2016",3739,20163739,0.822,0.822,0.822,1,1,"3",11
"143",0,1,1,1,1,1,1,0,1,0,0,2,1,1,0,0,56,0,1,1,1,1,"2",4,"21",1,1,0,0,1,0,0,0,1,0,0,1,0,1,1,3136,0.526917007430759,1.81146545130288,1,"right",10.2139918373627,1.81146545130288,"2016",3741,20163741,1.647,1.647,1.647,1,1,"2",9
"145",0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,20,1,8,1,0,1,"4",2,"34",0,2,0,0,0,1,0,0,1,0,1,0,0,1,0,400,0.500616762627419,0.859172085342045,0,"moderate",5.39449431364783,0.859172085342045,"2016",3744,20163744,0.395,0.395,0.395,1,1,"4",8
"148",1,1,1,1,1,0,1,0,2,0,0,2,0,0,1,0,33,0,4,0,1,1,"5",3,"42",1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1089,0.505801187830406,0.863825890707221,0,"moderate",-3.3254913291764,-0.863825890707221,"2008",1127,20081127,2.4554,2.4554,2.4554,1,1,"3",10
"150",1,1,1,1,1,0,1,0,2,0,0,2,1,0,0,0,49,0,1,1,1,1,"4",2,"12",0,2,0,0,0,1,0,0,1,0,1,0,0,1,0,2401,0.408665610677258,0.200106774304372,0,"moderate",2.05900574673168,0.200106774304372,"2016",3750,20163750,2.71,2.71,2.71,1,1,"3",10
"152",1,1,1,1,1,0,0,0,2,0,0,2,1,1,1,1,63,0,1,1,1,1,"7",4,"34",0,2,0,0,0,0,1,0,1,0,0,1,0,1,1,3969,0.548357594902078,1.44054627973252,1,"right",8.33679296905174,1.44054627973252,"2016",3754,20163754,1.176,1.176,1.176,1,1,"3",9
"153",0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,25,0,1,0,0,1,"6",4,"16",0,2,1,0,1,0,0,0,1,0,0,0,1,0,1,625,0.419724110974908,0.708234477695339,0,"moderate",4.6306084647164,0.708234477695339,"2016",3755,20163755,3.477,3.477,3.477,1,1,"3",10
"154",1,1,1,1,1,0,1,0,1,0,0,2,1,1,1,0,63,0,5,1,1,0,"7",4,"9",1,2,1,0,0,1,0,0,1,0,0,1,0,1,1,3969,0.5493886648055,1.67073615493404,1,"right",9.50176961718645,1.67073615493404,"2016",3756,20163756,0.839,0.839,0.839,1,1,"1",9
"155",0,1,1,1,0,2,1,1,1,1,1,2,0,1,1,1,56,0,1,0,0,0,"1",4,"17",0,1,0,1,1,1,0,0,0,0,0,1,0,1,1,3136,0.582084232682887,1.13902480051576,0,"moderate",-4.71825590337153,-1.13902480051576,"2016",3757,20163757,1.642,1.642,1.642,1,1,"4",12
"156",0,1,1,1,1,1,1,0,2,1,0,1,1,1,0,0,36,0,1,1,1,1,"1",2,"24",1,2,1,0,0,0,0,0,1,0,1,0,0,1,1,1296,0.361494886044306,0.381791666000649,0,"moderate",2.97850168876539,0.381791666000649,"2016",3758,20163758,0.542,0.542,0.542,1,1,"2",10
"159",0,1,1,1,1,1,0,0,1,0,0,2,1,1,1,0,31,0,1,0,0,1,"3",3,"39",1,2,1,0,0,0,1,0,1,0,1,0,0,0,0,961,0.463738184155366,0.446105002771465,0,"moderate",-1.21143188387184,-0.446105002771465,"2008",1128,20081128,3.0582,3.0582,3.0582,1,1,"3",8
"162",0,1,1,1,0,2,1,1,2,1,1,1,0,1,0,0,58,0,5,1,1,0,"1",1,"37",0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,3364,0.393590656325683,0.647422407308728,0,"moderate",4.32284235700596,0.647422407308728,"2016",3763,20163763,2.005,2.005,2.005,1,1,"4",12
"164",1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,62,0,1,1,1,1,"2",5,"55",0,2,0,0,1,0,0,0,0,0,1,0,0,1,1,3844,0.392920567711283,0.341005218983548,0,"moderate",-0.679528411880553,-0.341005218983548,"2016",3765,20163765,0.493,0.493,0.493,1,1,"1",9
"165",0,1,1,0,1,2,0,0,1,0,0,2,1,1,0,1,20,1,8,1,0,1,"1",2,"6",0,2,0,0,0,1,0,0,1,0,1,0,0,1,1,400,0.431566779163293,1.47765428308622,1,"left",-6.43203866301358,-1.47765428308622,"2016",3766,20163766,1.813,1.813,1.813,1,1,"4",8
"166",0,1,1,1,1,1,0,0,2,0,1,2,1,1,0,0,50,0,1,1,1,0,"6",4,"36",1,2,1,0,1,0,1,0,0,0,0,1,0,1,1,2500,0.466638338131286,0.329799594735137,0,"moderate",-0.622817444181639,-0.329799594735137,"2016",3767,20163767,0.78,0.78,0.78,1,1,"4",10
"167",1,1,1,1,1,0,0,0,2,0,0,2,0,1,1,0,40,0,1,0,1,1,"5",4,"48",1,2,1,0,0,0,1,0,0,0,1,0,0,1,0,1600,0.491193100036836,0.921292164980536,0,"moderate",5.70888017486677,0.921292164980536,"2016",3768,20163768,1.013,1.013,1.013,1,1,"4",9
"168",0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,74,0,5,1,1,1,"7",4,"36",1,2,0,0,0,0,0,0,1,0,0,1,0,1,1,5476,0.58325907970904,0.624412042541646,0,"moderate",4.20638833140972,0.624412042541646,"2016",3769,20163769,1.21,1.21,1.21,1,1,"1",10
"169",0,0,0,0,0,5,1,1,1,1,1,1,1,1,0,0,37,1,1,1,0,1,"4",1,"17",0,2,1,0,1,0,1,0,0,0,1,0,0,0,0,1369,0.404419201646197,0.571609275621604,0,"moderate",-1.84660120651707,-0.571609275621604,"2016",3770,20163770,0.831,0.831,0.831,1,1,"4",11
"170",0,1,1,1,1,1,1,0,2,0,0,1,1,1,0,1,79,0,5,1,0,0,"3",3,"37",1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,6241,0.443486636494301,2.28203744687724,1,"right",12.5955274528208,2.28203744687724,"2008",1129,20081129,0.6415,0.6415,0.6415,1,1,"3",9
"171",0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,24,0,1,0,0,1,"2",2,"21",1,2,1,0,0,1,0,0,0,0,1,0,0,0,1,576,0.367211662948809,0.400328154315474,0,"moderate",3.07231370376514,0.400328154315474,"2016",3771,20163771,1.192,1.192,1.192,1,1,"2",10
"172",1,1,1,1,1,0,1,0,1,0,0,2,1,1,1,0,55,0,7,1,1,0,"3",3,"23",1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,3025,0.376138049724885,1.54032844577767,1,"right",8.84178430822829,1.54032844577767,"2016",3772,20163772,0.438,0.438,0.438,1,1,"3",9
"173",0,1,1,0,1,2,1,0,1,1,1,2,0,1,1,0,61,0,1,1,0,1,"7",4,"22",1,1,0,0,1,1,0,0,1,0,0,1,0,1,1,3721,0.478798766964281,0.0740372334212346,0,"moderate",1.42097563771258,0.0740372334212346,"2016",3773,20163773,0.87,0.87,0.87,1,1,"2",11
"174",0,1,1,1,1,1,1,0,2,0,0,2,1,1,0,0,66,0,5,1,1,1,"6",4,"12",1,2,0,0,0,0,1,0,1,0,0,0,1,1,1,4356,0.496217568523154,0.264879053704331,0,"moderate",-0.294258621953037,-0.264879053704331,"2016",3775,20163775,0.675,0.675,0.675,1,1,"3",10
"176",0,1,1,1,1,1,1,0,1,1,1,2,1,1,0,0,55,0,4,1,1,0,"7",4,"48",1,2,0,0,1,0,1,0,0,0,1,0,0,0,1,3025,0.482280292550691,0.626120991593732,0,"moderate",-2.12248161221121,-0.626120991593732,"2016",3777,20163777,1.429,1.429,1.429,1,1,"2",11
"181",1,1,1,1,1,0,0,0,2,0,0,2,0,1,1,1,23,0,1,1,0,1,"6",1,"22",0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,529,0.327232507253458,1.68537817352772,1,"right",9.57587196303577,1.68537817352772,"2008",1130,20081130,0.7733,0.7733,0.7733,1,1,"3",9
"182",1,1,1,1,1,0,1,0,2,0,0,1,0,1,1,1,71,0,5,1,1,1,"6",4,"4",1,2,0,0,0,1,0,0,0,0,0,1,0,0,1,5041,0.539587051159247,1.95409785285495,1,"right",10.9358455545606,1.95409785285495,"2016",3784,20163784,0.611,0.611,0.611,1,1,"1",9
"183",0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,73,1,1,1,1,1,"4",4,"6",1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,5329,0.418937157557942,0.225844881079785,0,"moderate",-0.0967091009454597,-0.225844881079785,"2016",3785,20163785,0.845,0.845,0.845,1,1,"3",10
"184",1,1,1,1,1,0,1,0,2,0,0,2,1,1,0,0,70,1,1,1,1,1,"3",2,"6",1,2,1,0,0,0,1,0,1,0,0,0,1,1,0,4900,0.516911846977042,0.688368013771632,0,"moderate",-2.43750992173044,-0.688368013771632,"2016",3786,20163786,0.461,0.461,0.461,1,1,"4",10
"186",1,1,1,1,1,0,1,0,1,0,0,2,1,1,1,0,42,0,1,0,0,1,"6",4,"6",0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,1764,0.380052942054547,2.46675926251176,1,"right",13.530393078109,2.46675926251176,"2016",3788,20163788,0.415,0.415,0.415,1,1,"1",9
"188",0,1,1,1,1,1,0,0,2,0,0,1,1,1,0,0,54,0,1,1,0,1,"6",5,"12",1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,2916,0.421663102560824,0.604915496577236,0,"moderate",4.10771752432953,0.604915496577236,"2016",3790,20163790,0.538,0.538,0.538,1,1,"4",8
"189",1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,49,0,1,1,1,0,"4",4,"19",1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,2401,0.453164786494808,0.917710059522559,0,"moderate",-3.59819575772288,-0.917710059522559,"2016",3791,20163791,0.903,0.903,0.903,1,1,"3",10
"190",0,0,1,0,1,3,1,0,1,1,1,1,1,0,1,1,45,1,1,0,0,0,"2",4,"6",0,2,1,0,1,1,0,0,0,0,1,0,0,1,1,2025,0.520934517143909,3.32952263235066,1,"right",17.89678485728,3.32952263235066,"2016",3792,20163792,0.342,0.342,0.342,1,1,"1",10
"191",0,1,1,1,0,2,1,1,2,1,1,1,1,1,0,0,60,0,6,1,0,0,"5",5,"47",0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,3600,0.596578552856798,1.14958689828709,0,"moderate",6.86426562768673,1.14958689828709,"2016",3793,20163793,1.131,1.131,1.131,1,1,"3",12
"192",1,1,1,1,1,0,1,0,2,0,0,2,1,0,1,1,68,0,5,1,1,1,"1",3,"33",1,2,1,0,1,0,1,0,1,0,0,0,1,1,1,4624,0.716385061233881,0.328789814293898,0,"moderate",2.71026261225429,0.328789814293898,"2008",1131,20081131,0.7527,0.7527,0.7527,1,1,"3",10
"194",1,1,1,1,1,0,0,0,2,0,0,2,1,1,0,1,39,0,1,1,1,1,"7",3,"13",1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,1521,0.434016923053915,0.598081791805569,0,"moderate",4.07313256931242,0.598081791805569,"2016",3797,20163797,1.275,1.275,1.275,1,1,"4",9
"195",1,1,1,1,1,0,0,0,2,0,0,2,1,1,0,0,40,0,1,0,1,1,"2",4,"17",1,2,1,0,0,0,1,0,1,0,1,0,0,1,1,1600,0.468453955101721,0.40447169134402,0,"moderate",3.09328388707451,0.40447169134402,"2016",3798,20163798,0.602,0.602,0.602,1,1,"2",9
"196",0,1,1,1,1,1,0,0,2,0,0,2,1,1,1,1,68,1,1,1,0,1,"5",4,"41",1,2,1,0,0,0,1,0,1,0,1,0,0,1,0,4624,0.38860404871643,0.197486935588618,0,"moderate",2.04574690585929,0.197486935588618,"2016",3799,20163799,1.139,1.139,1.139,1,1,"4",9
"197",0,1,1,1,1,1,1,0,2,0,0,1,1,0,1,1,64,0,7,1,1,1,"7",4,"40",1,2,0,0,1,0,0,0,1,0,0,1,0,1,1,4096,0.617969220126271,1.19289197354254,0,"moderate",-4.99087431728869,-1.19289197354254,"2016",3800,20163800,0.393,0.393,0.393,1,1,"2",9
"198",1,1,1,1,1,0,1,0,1,0,0,2,1,1,1,1,39,0,7,1,1,1,"2",4,"39",1,2,1,0,1,0,0,0,1,0,0,1,0,1,1,1521,0.432416520494039,0.103046685284056,0,"moderate",1.5677906701539,0.103046685284056,"2016",3801,20163801,0.342,0.342,0.342,1,1,"1",9
"199",0,1,1,1,1,1,1,0,1,1,0,2,0,1,0,0,40,0,7,0,1,1,"4",1,"45",0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,1600,0.549953560413097,1.51284151272778,1,"right",8.70267464884847,1.51284151272778,"2016",3802,20163802,1.854,1.854,1.854,1,1,"4",10
"200",1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,0,72,1,5,1,0,0,"3",5,"51",0,2,1,0,0,0,0,0,0,0,0,0,1,1,0,5184,0.433259194226111,1.40624398087569,1,"right",8.16319116701523,1.40624398087569,"2016",3803,20163803,0.733,0.733,0.733,1,1,"2",9
"202",1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,0,52,0,8,1,1,1,"5",4,"34",0,2,1,0,0,0,1,0,1,0,1,0,0,1,0,2704,0.300613720777766,0.0117783820861169,0,"moderate",0.986668142546474,-0.0117783820861169,"2016",3805,20163805,0.377,0.377,0.377,1,1,"4",8
"203",1,1,1,1,1,0,1,0,1,0,0,1,0,1,1,1,29,0,1,0,0,0,"6",4,"40",0,1,1,0,1,1,0,0,0,0,0,1,0,1,1,841,0.553043573515136,1.56237957642346,1,"right",8.95338370956956,1.56237957642346,"2008",1132,20081132,0.9972,0.9972,0.9972,1,1,"3",8
"204",1,1,1,1,1,0,0,0,2,0,0,2,1,0,1,0,43,0,1,1,1,1,"1",2,"47",1,1,1,1,1,0,1,0,1,0,0,1,0,1,1,1849,0.355577956832224,0.47271881310028,0,"moderate",-1.34612272343988,-0.47271881310028,"2016",3806,20163806,0.986,0.986,0.986,1,1,"4",9
"206",0,1,1,1,1,1,1,0,2,0,0,2,1,1,0,0,74,0,5,1,1,1,"2",1,"32",1,1,1,1,0,0,0,0,1,0,0,1,0,1,1,5476,0.327190356669751,0.802658559703047,0,"moderate",5.10848287367655,0.802658559703047,"2016",3808,20163808,0.5,0.5,0.5,1,1,"3",10
"207",1,1,1,1,1,0,1,0,1,1,1,2,1,1,1,1,52,1,1,0,0,1,"2",3,"13",0,2,0,0,1,1,0,0,0,0,1,0,0,1,1,2704,0.610189764596815,0.383899352794908,0,"moderate",-0.89661295649162,-0.383899352794908,"2016",3809,20163809,0.859,0.859,0.859,1,1,"1",11
"208",1,1,1,1,1,0,1,0,1,0,1,2,1,1,1,0,61,0,5,1,0,1,"3",2,"29",0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,3721,0.5989977135889,0.609039638521599,0,"moderate",4.12858955032359,0.609039638521599,"2016",3810,20163810,0.615,0.615,0.615,1,1,"1",10
"209",1,1,1,0,1,1,0,0,2,0,1,1,0,1,1,0,65,0,5,0,0,1,"3",3,"48",0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,4225,0.615660838367385,0.27817342496047,0,"moderate",2.45409621251704,0.27817342496047,"2016",3813,20163813,1.506,1.506,1.506,1,1,"4",9
"210",0,1,1,1,0,2,1,0,2,0,0,1,1,1,0,0,53,1,1,0,0,1,"2",2,"48",0,2,0,0,1,0,0,0,0,0,1,0,0,0,1,2809,0.482310933238263,2.2807785463467,1,"left",-10.4966006313876,-2.2807785463467,"2016",3814,20163814,0.843,0.843,0.843,1,1,"1",9
"211",0,1,1,1,1,1,1,0,2,0,0,2,1,1,0,0,51,0,1,1,1,1,"5",4,"55",1,2,0,0,1,0,0,0,1,0,1,0,0,1,0,2601,0.459077175805385,0.6294462794526,0,"moderate",4.23186629145164,0.6294462794526,"2016",3815,20163815,0.517,0.517,0.517,1,1,"3",10
"213",0,1,1,1,1,1,1,0,2,0,0,2,1,1,1,0,41,0,1,1,0,1,"5",4,"5",1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1681,0.466395919801891,0.014594056830058,0,"moderate",1.12013741640053,0.014594056830058,"2016",3818,20163818,0.485,0.485,0.485,1,1,"4",10
"214",0,1,1,0,1,2,1,0,1,1,0,1,1,1,0,1,40,0,1,1,0,1,"2",3,"26",1,2,0,0,1,0,0,0,0,0,0,1,0,1,1,1600,0.464448397135275,0.317798809292091,0,"moderate",-0.562082215109623,-0.317798809292091,"2008",1133,20081133,0.5767,0.5767,0.5767,1,1,"3",9
"215",1,1,1,1,1,0,1,0,2,0,0,2,0,0,0,0,66,1,5,1,1,0,"2",5,"6",0,2,0,0,1,1,0,0,0,0,1,0,0,1,1,4356,0.427265477886263,1.35410197793731,1,"left",-5.80674812755591,-1.35410197793731,"2016",3819,20163819,0.612,0.612,0.612,1,1,"2",10
"216",0,1,1,1,1,1,1,0,1,1,1,2,0,1,1,0,21,1,8,1,0,0,"1",4,"17",0,2,1,0,1,0,1,0,0,0,0,0,1,0,1,441,0.377610926429715,0.677398540180934,0,"moderate",4.47454970193992,0.677398540180934,"2016",3821,20163821,1.093,1.093,1.093,1,1,"3",11
"217",0,1,1,1,1,1,1,0,1,0,0,2,0,1,1,0,70,0,5,1,0,0,"1",4,"37",0,2,1,0,1,1,0,0,0,0,0,1,0,1,1,4900,0.488156063669522,0.642098054626335,0,"moderate",-2.20334053496993,-0.642098054626335,"2016",3822,20163822,0.742,0.742,0.742,1,1,"2",9
"218",0,1,1,1,0,2,1,0,2,0,0,1,1,1,0,0,54,0,1,1,1,1,"6",2,"18",1,2,1,0,0,0,1,0,1,0,1,0,0,1,1,2916,0.549255761934808,0.344256379532507,0,"moderate",-0.695982333303288,-0.344256379532507,"2016",3823,20163823,0.437,0.437,0.437,1,1,"2",9
"220",0,0,1,1,1,2,0,0,1,1,1,1,1,1,0,1,35,0,7,1,0,0,"2",3,"45",0,2,0,1,1,1,0,0,0,0,0,0,1,0,1,1225,0.443608491528438,0.913704453708894,0,"moderate",5.67047923982776,0.913704453708894,"2016",3826,20163826,0.472,0.472,0.472,1,1,"1",9
"223",0,0,1,0,0,4,1,1,1,1,1,1,1,1,1,0,57,0,1,1,0,1,"4",4,"8",1,1,1,0,1,0,1,0,1,0,0,1,0,1,0,3249,0.542831474674977,1.0333335394239,0,"moderate",-4.1833590015155,-1.0333335394239,"2016",3829,20163829,1.727,1.727,1.727,1,1,"4",11
"225",1,1,1,1,1,0,1,0,2,0,0,2,1,1,1,0,87,0,5,1,1,1,"7",2,"48",1,2,1,0,0,0,1,0,1,0,1,0,0,1,1,7569,0.367231751326265,0.222499470906264,0,"moderate",2.17233379214259,0.222499470906264,"2008",113,20080113,0.2574,0.2574,0.2574,1,1,"4",10
"228",1,1,1,1,1,0,1,0,1,0,0,2,1,1,1,0,65,0,1,1,1,1,"3",2,"1",0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,4225,0.54280913541857,1.56707814576598,1,"right",8.97716287691517,1.56707814576598,"2016",3833,20163833,1.524,1.524,1.524,1,1,"3",9
"229",0,1,1,1,1,1,1,0,1,1,0,2,1,0,0,0,65,0,6,1,0,1,"5",4,"21",0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,4225,0.369071927778216,0.172656638473176,0,"moderate",0.172473288322434,-0.172656638473176,"2016",3834,20163834,0.433,0.433,0.433,1,1,"3",10
"231",1,1,1,1,1,0,1,0,2,0,0,2,1,1,0,1,35,0,1,1,0,1,"4",4,"39",0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,1225,0.570341720757216,1.70528825587886,1,"left",-7.58408004795027,-1.70528825587886,"2016",3836,20163836,0.915,0.915,0.915,1,1,"2",10
"233",1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,41,0,4,0,1,1,"1",5,"17",0,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1681,0.694011935681548,1.40171503215323,1,"right",8.14027043908291,1.40171503215323,"2016",3838,20163838,2.53,2.53,2.53,1,1,"4",9
"234",1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,0,64,0,1,0,1,1,"7",3,"47",0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,4096,0.328832718317855,0.370834945091465,0,"moderate",2.92305040539269,0.370834945091465,"2016",3839,20163839,0.948,0.948,0.948,1,1,"3",8
"235",0,1,1,0,0,3,1,0,2,1,1,2,1,1,0,0,56,1,1,1,1,1,"7",2,"18",1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,3136,0.381957072145894,0.256929676551976,0,"moderate",2.34658292248603,0.256929676551976,"2016",3840,20163840,0.544,0.544,0.544,1,1,"3",12
"236",1,1,1,1,1,0,1,0,2,0,0,2,1,1,0,0,64,0,5,0,0,1,"1",2,"1",0,1,1,1,0,1,0,0,1,0,0,1,0,0,1,4096,0.359921091355248,0.47219668571239,0,"moderate",-1.34348026918897,-0.47219668571239,"2016",3841,20163841,0.634,0.634,0.634,1,1,"2",10
"238",0,1,1,0,0,3,0,1,2,1,1,2,1,1,1,1,79,0,5,1,1,1,"7",3,"48",1,1,1,0,1,0,0,0,1,0,0,1,0,1,1,6241,0.356620537784112,0.753631907432046,0,"moderate",4.86036203438275,0.753631907432046,"2016",3842,20163842,2.013,2.013,2.013,1,1,"4",12
"239",0,1,1,1,1,1,1,0,2,0,0,2,0,1,1,1,88,0,6,1,0,1,"3",2,"39",1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,7744,0.578767410066385,0.85659962837777,0,"moderate",-3.28891966476355,-0.85659962837777,"2016",3843,20163843,0.443,0.443,0.443,1,1,"4",10
"241",0,1,1,1,1,1,1,0,2,0,0,2,1,0,0,0,49,0,6,0,0,0,"7",5,"1",0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,2401,0.403028353440668,0.877727576943641,0,"moderate",5.48840250310053,0.877727576943641,"2016",3845,20163845,2.038,2.038,2.038,1,1,"2",10
"242",1,1,1,1,1,0,1,0,1,0,0,2,1,1,1,0,61,0,5,1,0,1,"5",4,"53",1,2,1,0,0,0,1,0,1,0,0,0,1,1,0,3721,0.407386622110458,1.63017700253995,1,"right",9.29650226836896,1.63017700253995,"2016",3846,20163846,0.506,0.506,0.506,1,1,"1",9
